Target Scanner Beacons:
(862, 654, -188)
(192, 264, 291)
(841, 861, -132)
(-621, -443, -460)
(-712, -557, 796)
(-434, 915, -314)
(-332, 954, -276)
(561, -221, -552)
(1, 310, 381)
(553, -168, -427)
(-746, -380, 739)
(-577, -475, -324)
(-694, -424, 735)
(-422, 813, -283)
(-686, -441, -426)
(581, -44, 807)
(528, -60, -476)
(528, -80, 947)
(748, 768, -206)

Scanner Beacons posX, 0:
(707, -634, -229)
(686, -427, -173)
(-589, -373, -355)
(-487, -334, -317)
(-154, -978, 340)
(-696, -190, 979)
(731, -240, 883)
(715, -246, 893)
(-577, -475, -324)
(-600, -119, 895)
(593, -520, -247)
(764, -352, 985)

Scanner Beacons posX, 0:
(971, 620, -86)
(301, 230, 393)
(950, 827, -30)
(-512, -477, -358)
(-603, -591, 898)
(-325, 881, -212)
(-223, 920, -174)
(670, -255, -450)
(110, 276, 483)
(662, -202, -325)
(-637, -414, 841)
(-468, -509, -222)
(-585, -458, 837)
(-313, 779, -181)
(-577, -475, -324)
(690, -78, 909)
(637, -94, -374)
(857, 734, -104)

Scanner Beacons posX, 0:
(298, -27, 248)
(728, 655, -844)
(58, 265, -365)
(707, 862, -788)
(-846, -556, 140)
(-568, 916, -970)
(-466, 955, -932)
(-133, 311, -275)
(-880, -379, 83)
(-711, -474, -980)
(-828, -423, 79)
(-556, 814, -939)
(447, -43, 151)
(394, -79, 291)
(614, 769, -862)
(785, 937, 370)

Scanner Beacons posX, 0:
(253, -214, -808)
(-891, -743, -916)
(-925, -566, -973)
(-720, 912, -692)
(-639, 976, -567)
(707, 862, -788)
(-873, -610, -977)
(691, 856, -778)
(402, -230, -905)
(-624, 983, -776)
(349, -266, -765)
(740, 750, -686)

Scanner Beacons posX, 0:
(269, -208, -818)
(-875, -737, -926)
(-909, -560, -983)
(-704, 918, -702)
(-623, 982, -577)
(723, 868, -798)
(-857, -604, -987)
(707, 862, -788)
(418, -224, -915)
(-608, 989, -786)
(365, -260, -775)
(756, 756, -696)

Scanner Beacons posX, 0:
(611, 894, 592)
(-442, 479, -772)
(-533, 365, 484)
(740, 701, -864)
(732, 754, -739)
(-567, 542, 427)
(-398, 447, -636)
(-515, 498, 423)
(-507, 481, -738)
(760, 878, 495)
(707, 862, -788)
(707, 842, 635)

Scanner Beacons posX, 0:
(391, 66, 322)
(821, 748, -770)
(151, 358, -291)
(800, 955, -714)
(-753, -463, 214)
(-40, 404, -201)
(-787, -286, 157)
(-618, -381, -906)
(-735, -330, 153)
(-463, 907, -865)
(540, 50, 225)
(487, 14, 365)
(707, 862, -788)

Scanner Beacons posX, 0:
(-830, -538, 785)
(-400, 144, -307)
(-421, 351, -251)
(-701, -731, -671)
(-709, -678, -546)
(-376, 538, 805)
(-392, 532, 815)
(-681, -554, 688)
(-734, -570, -595)
(-734, -590, 828)
(-514, 258, -325)
(-343, 426, 907)

Scanner Beacons posX, 0:
(314, -9, 893)
(744, 673, -199)
(74, 283, 280)
(723, 880, -143)
(-739, -424, -471)
(-830, -538, 785)
(-552, 934, -325)
(-450, 973, -287)
(443, -202, -563)
(-117, 329, 370)
(435, -149, -438)
(-864, -361, 728)
(-695, -456, -335)
(-812, -405, 724)
(-540, 832, -294)
(-804, -422, -437)
(463, -25, 796)
(410, -41, -487)
(410, -61, 936)
(630, 787, -217)

Scanner Beacons posX, 0:
(348, -186, 950)
(778, 496, -142)
(108, 106, 337)
(757, 703, -86)
(-705, -601, -414)
(-796, -715, 842)
(-518, 757, -268)
(-416, 796, -230)
(477, -379, -506)
(-83, 152, 427)
(469, -326, -381)
(-830, -538, 785)
(802, 890, 970)
(-661, -633, -278)
(-778, -582, 781)
(786, 884, 980)
(-506, 655, -237)
(-770, -599, -380)
(497, -202, 853)
(444, -218, -430)
(444, -238, 993)
(664, 610, -160)

Scanner Beacons posX, 0:
(573, -982, -423)
(552, -775, -367)
(-723, -721, -549)
(-621, -682, -511)
(-830, -538, 785)
(-749, -474, 910)
(597, -588, 689)
(581, -594, 699)
(-711, -823, -518)
(-734, -467, 701)
(459, -868, -441)
(630, -700, 791)

Scanner Beacons posX, 0:
(609, 591, 921)
(588, 798, 977)
(-874, -506, 649)
(-687, 852, 795)
(-585, 891, 833)
(308, -284, 557)
(300, -231, 682)
(-830, -538, 785)
(-675, 750, 826)
(-939, -504, 683)
(275, -123, 633)
(495, 705, 903)

Scanner Beacons posX, 0:
(296, -142, 954)
(726, 540, -138)
(56, 150, 341)
(705, 747, -82)
(-757, -557, -410)
(-848, -671, 846)
(-570, 801, -264)
(-468, 840, -226)
(425, -335, -502)
(-135, 196, 431)
(417, -282, -377)
(-882, -494, 789)
(750, 934, 974)
(-713, -589, -274)
(-830, -538, 785)
(734, 928, 984)
(-558, 699, -233)
(-822, -555, -376)
(445, -158, 857)
(392, -174, -426)
(392, -194, 997)
(612, 654, -156)

Scanner Beacons posX, 0:
(-926, -486, 742)
(-496, 196, -350)
(-517, 403, -294)
(-797, -679, -714)
(-805, -626, -589)
(-472, 590, 762)
(-488, 584, 772)
(-777, -502, 645)
(-830, -518, -638)
(-830, -538, 785)
(-610, 310, -368)
(-439, 478, 864)

Scanner Beacons posX, 0:
(168, -337, 592)
(598, 345, -500)
(-72, -45, -21)
(577, 552, -444)
(-885, -752, -772)
(-976, -866, 484)
(-698, 606, -626)
(-596, 645, -588)
(297, -530, -864)
(-263, 1, 69)
(289, -477, -739)
(-805, 789, 708)
(-724, 853, 833)
(622, 739, 612)
(-841, -784, -636)
(-958, -733, 423)
(606, 733, 622)
(-686, 504, -595)
(-950, -750, -738)
(317, -353, 495)
(-709, 860, 624)
(264, -369, -788)
(264, -389, 635)
(484, 459, -518)
(655, 627, 714)

Scanner Beacons posX, 0:
(359, -383, 502)
(789, 299, -590)
(119, -91, -111)
(768, 506, -534)
(-694, -798, -862)
(-785, -912, 394)
(-507, 560, -716)
(-405, 599, -678)
(488, -576, -954)
(-72, -45, -21)
(480, -523, -829)
(-819, -735, 337)
(-614, 743, 618)
(-533, 807, 743)
(813, 693, 522)
(-650, -830, -726)
(-767, -779, 333)
(797, 687, 532)
(-495, 458, -685)
(-759, -796, -828)
(508, -399, 405)
(-518, 814, 534)
(455, -415, -878)
(455, -435, 545)
(675, 413, -608)
(846, 581, 624)

Scanner Beacons posX, 0:
(-57, -146, 694)
(373, 536, -398)
(-297, 146, 81)
(352, 743, -342)
(-923, 797, -524)
(-821, 836, -486)
(72, -339, -762)
(-488, 192, 171)
(64, -286, -637)
(397, 930, 714)
(381, 924, 724)
(-911, 695, -493)
(92, -162, 597)
(39, -178, -686)
(39, -198, 737)
(259, 650, -416)
(430, 818, 816)

Scanner Beacons posX, 0:
(-159, -185, 656)
(271, 497, -436)
(-399, 107, 43)
(250, 704, -380)
(-923, 797, -524)
(-30, -378, -800)
(-590, 153, 133)
(-38, -325, -675)
(295, 891, 676)
(279, 885, 686)
(-10, -201, 559)
(-63, -217, -724)
(-63, -237, 699)
(157, 611, -454)
(328, 779, 778)

Scanner Beacons posX, 0:
(-69, -44, 663)
(361, 638, -429)
(-309, 248, 50)
(340, 845, -373)
(-935, 899, -555)
(-833, 938, -517)
(60, -237, -793)
(-500, 294, 140)
(52, -184, -668)
(-923, 797, -524)
(80, -60, 566)
(27, -76, -717)
(27, -96, 706)
(247, 752, -447)
(418, 920, 785)

Scanner Beacons posX, 0:
(579, -736, 817)
(339, -444, 204)
(988, 153, -219)
(-287, 207, -401)
(-185, 246, -363)
(708, -929, -639)
(148, -398, 294)
(700, -876, -514)
(-394, 390, 933)
(-275, 105, -370)
(728, -752, 720)
(-298, 461, 849)
(675, -768, -563)
(675, -788, 860)
(895, 60, -293)

Scanner Beacons posX, 0:
(430, -720, 914)
(860, -38, -178)
(190, -428, 301)
(839, 169, -122)
(-436, 223, -304)
(-334, 262, -266)
(559, -913, -542)
(-1, -382, 391)
(551, -860, -417)
(884, 356, 934)
(868, 350, 944)
(-424, 121, -273)
(579, -736, 817)
(-447, 477, 946)
(526, -752, -466)
(526, -772, 957)
(746, 76, -196)

Scanner Beacons posX, 0:
(483, -684, 774)
(913, -2, -318)
(243, -392, 161)
(892, 205, -262)
(-383, 259, -444)
(-281, 298, -406)
(612, -877, -682)
(52, -346, 251)
(604, -824, -557)
(-490, 442, 890)
(937, 392, 794)
(921, 386, 804)
(-371, 157, -413)
(632, -700, 677)
(-394, 513, 806)
(579, -716, -606)
(579, -736, 817)
(799, 112, -336)
(970, 280, 896)

Scanner Beacons posX, 0:
(334, 214, 481)
(764, 896, -611)
(94, 506, -132)
(-719, -201, -883)
(-810, -315, 373)
(463, 21, -975)
(-97, 552, -42)
(455, 74, -850)
(-844, -138, 316)
(-675, -233, -747)
(-792, -182, 312)
(-784, -199, -849)
(483, 198, 384)
(430, 182, -899)
(430, 162, 524)

Scanner Beacons posX, 0:
(355, 7, 425)
(785, 689, -667)
(115, 299, -188)
(764, 896, -611)
(-698, -408, -939)
(-789, -522, 317)
(-511, 950, -793)
(-409, 989, -755)
(-76, 345, -98)
(476, -133, -906)
(-823, -345, 260)
(-654, -440, -803)
(-771, -389, 256)
(-499, 848, -762)
(-763, -406, -905)
(504, -9, 328)
(451, -25, -955)
(451, -45, 468)
(671, 803, -685)
(842, 971, 547)

Scanner Beacons posX, 0:
(668, 928, 769)
(-385, 513, -595)
(-476, 399, 661)
(797, 735, -687)
(789, 788, -562)
(-510, 576, 604)
(-341, 481, -459)
(-458, 532, 600)
(-450, 515, -561)
(817, 912, 672)
(764, 896, -611)
(764, 876, 812)

Scanner Beacons posX, 0:
(448, 100, 499)
(878, 782, -593)
(208, 392, -114)
(857, 989, -537)
(-605, -315, -865)
(-696, -429, 391)
(577, -93, -957)
(17, 438, -24)
(569, -40, -832)
(-730, -252, 334)
(-561, -347, -729)
(-678, -296, 330)
(-406, 941, -688)
(-670, -313, -831)
(597, 84, 402)
(544, 68, -881)
(544, 48, 542)
(764, 896, -611)

Scanner Beacons posX, 0:
(-897, -542, 748)
(-467, 140, -344)
(-488, 347, -288)
(-768, -735, -708)
(-776, -682, -583)
(-443, 534, 768)
(-459, 528, 778)
(-748, -558, 651)
(-801, -574, -632)
(-801, -594, 791)
(-581, 254, -362)
(-410, 422, 870)

Scanner Beacons posX, 0:
(247, -13, 856)
(677, 669, -236)
(7, 279, 243)
(656, 876, -180)
(-806, -428, -508)
(-897, -542, 748)
(-619, 930, -362)
(-517, 969, -324)
(376, -206, -600)
(-184, 325, 333)
(368, -153, -475)
(-931, -365, 691)
(-762, -460, -372)
(-879, -409, 687)
(-607, 828, -331)
(-871, -426, -474)
(396, -29, 759)
(343, -45, -524)
(343, -65, 899)
(563, 783, -254)
(734, 951, 978)

Scanner Beacons posX, 0:
(281, -190, 913)
(711, 492, -179)
(41, 102, 300)
(690, 699, -123)
(-772, -605, -451)
(-863, -719, 805)
(-585, 753, -305)
(-483, 792, -267)
(410, -383, -543)
(-150, 148, 390)
(402, -330, -418)
(-897, -542, 748)
(735, 886, 933)
(-728, -637, -315)
(-845, -586, 744)
(719, 880, 943)
(-573, 651, -274)
(-837, -603, -417)
(430, -206, 816)
(377, -222, -467)
(377, -242, 956)
(597, 606, -197)

Scanner Beacons posX, 0:
(506, -986, -460)
(485, -779, -404)
(-790, -725, -586)
(-688, -686, -548)
(-897, -542, 748)
(-816, -478, 873)
(530, -592, 652)
(514, -598, 662)
(-778, -827, -555)
(-801, -471, 664)
(392, -872, -478)
(563, -704, 754)

Scanner Beacons posX, 0:
(229, -146, 917)
(659, 536, -175)
(-11, 146, 304)
(638, 743, -119)
(-824, -561, -447)
(-915, -675, 809)
(-637, 797, -301)
(-535, 836, -263)
(358, -339, -539)
(-202, 192, 394)
(350, -286, -414)
(-949, -498, 752)
(683, 930, 937)
(-780, -593, -311)
(-897, -542, 748)
(667, 924, 947)
(-625, 695, -270)
(-889, -559, -413)
(378, -162, 820)
(325, -178, -463)
(325, -198, 960)
(545, 650, -193)

Scanner Beacons posX, 0:
(-993, -490, 705)
(-563, 192, -387)
(-584, 399, -331)
(-864, -683, -751)
(-872, -630, -626)
(-539, 586, 725)
(-555, 580, 735)
(-844, -506, 608)
(-897, -522, -675)
(-897, -542, 748)
(-677, 306, -405)
(-506, 474, 827)

Scanner Beacons posX, 0:
(567, 595, 938)
(327, 887, 325)
(-486, 180, -426)
(-577, 66, 830)
(696, 402, -518)
(136, 933, 415)
(688, 455, -393)
(-611, 243, 773)
(-442, 148, -290)
(-559, 199, 769)
(-551, 182, -392)
(716, 579, 841)
(663, 563, -442)
(663, 543, 981)

Scanner Beacons posX, 0:
(567, 595, 938)
(546, 802, 994)
(-916, -502, 666)
(-729, 856, 812)
(-627, 895, 850)
(266, -280, 574)
(258, -227, 699)
(-872, -534, 802)
(-717, 754, 843)
(-981, -500, 700)
(233, -119, 650)
(453, 709, 920)

Scanner Beacons posX, 0:
(588, 388, 882)
(567, 595, 938)
(-895, -709, 610)
(-708, 649, 756)
(-606, 688, 794)
(287, -487, 518)
(279, -434, 643)
(-851, -741, 746)
(-696, 547, 787)
(-960, -707, 644)
(254, -326, 594)
(474, 502, 864)

Scanner Beacons posX, 0:
(113, -481, 918)
(543, 201, -174)
(-127, -189, 305)
(522, 408, -118)
(-940, -896, -446)
(-753, 462, -300)
(-651, 501, -262)
(242, -674, -538)
(-318, -143, 395)
(234, -621, -413)
(567, 595, 938)
(-896, -928, -310)
(551, 589, 948)
(-741, 360, -269)
(262, -497, 821)
(-764, 716, 950)
(209, -513, -462)
(209, -533, 961)
(429, 315, -192)

Scanner Beacons posX, 0:
(129, -475, 908)
(559, 207, -184)
(-111, -183, 295)
(538, 414, -128)
(-924, -890, -456)
(-737, 468, -310)
(-635, 507, -272)
(258, -668, -548)
(-302, -137, 385)
(250, -615, -423)
(583, 601, 928)
(-880, -922, -320)
(-997, -871, 739)
(567, 595, 938)
(-725, 366, -279)
(-989, -888, -422)
(278, -491, 811)
(-748, 722, 940)
(225, -507, -472)
(225, -527, 951)
(445, 321, -202)

Scanner Beacons posX, 0:
(178, 903, 422)
(-635, 196, -329)
(-726, 82, 927)
(547, 418, -421)
(-13, 949, 512)
(539, 471, -296)
(-760, 259, 870)
(-591, 164, -193)
(-708, 215, 866)
(-700, 198, -295)
(567, 595, 938)
(514, 579, -345)

Scanner Beacons posX, 0:
(471, 647, 895)
(231, 939, 282)
(-582, 232, -469)
(-673, 118, 787)
(600, 454, -561)
(40, 985, 372)
(592, 507, -436)
(-707, 295, 730)
(-538, 200, -333)
(-655, 251, 726)
(-647, 234, -435)
(620, 631, 798)
(567, 615, -485)
(567, 595, 938)

Scanner Beacons posX, 0:
(80, -369, 816)
(510, 313, -276)
(-160, -77, 203)
(489, 520, -220)
(-973, -784, -548)
(-786, 574, -402)
(-684, 613, -364)
(209, -562, -640)
(-351, -31, 293)
(201, -509, -515)
(-893, 757, 932)
(534, 707, 836)
(-929, -816, -412)
(518, 701, 846)
(-774, 472, -371)
(229, -385, 719)
(-797, 828, 848)
(176, -401, -564)
(176, -421, 859)
(396, 427, -294)
(567, 595, 938)

Scanner Beacons posX, 0:
(201, -364, 787)
(631, 318, -305)
(-39, -72, 174)
(610, 525, -249)
(-852, -779, -577)
(-943, -893, 679)
(-665, 579, -431)
(-563, 618, -393)
(330, -557, -669)
(-230, -26, 264)
(322, -504, -544)
(-977, -716, 622)
(-772, 762, 903)
(655, 712, 807)
(-808, -811, -441)
(-925, -760, 618)
(639, 706, 817)
(-653, 477, -400)
(-917, -777, -543)
(350, -380, 690)
(-676, 833, 819)
(297, -396, -593)
(297, -416, 830)
(517, 432, -323)
(688, 600, 909)

Scanner Beacons posX, 0:
(120, -428, 662)
(550, 254, -430)
(-120, -136, 49)
(529, 461, -374)
(-933, -843, -702)
(-746, 515, -556)
(-644, 554, -518)
(249, -621, -794)
(-311, -90, 139)
(241, -568, -669)
(-853, 698, 778)
(-772, 762, 903)
(574, 648, 682)
(-889, -875, -566)
(558, 642, 692)
(-734, 413, -525)
(-998, -841, -668)
(269, -444, 565)
(-757, 769, 694)
(216, -460, -718)
(216, -480, 705)
(436, 368, -448)
(607, 536, 784)

Scanner Beacons posX, 0:
(105, -435, 871)
(535, 247, -221)
(-135, -143, 258)
(514, 454, -165)
(-948, -850, -493)
(-761, 508, -347)
(-659, 547, -309)
(234, -628, -585)
(-326, -97, 348)
(226, -575, -460)
(-868, 691, 987)
(559, 641, 891)
(-904, -882, -357)
(543, 635, 901)
(-749, 406, -316)
(254, -451, 774)
(-772, 762, 903)
(201, -467, -509)
(201, -487, 914)
(421, 361, -239)
(592, 529, 993)

Scanner Beacons posX, 0:
(470, -104, 839)
(900, 578, -253)
(230, 188, 226)
(879, 785, -197)
(-583, -519, -525)
(-674, -633, 731)
(-396, 839, -379)
(-294, 878, -341)
(599, -297, -617)
(39, 234, 316)
(591, -244, -492)
(-708, -456, 674)
(924, 972, 859)
(-539, -551, -389)
(-656, -500, 670)
(908, 966, 869)
(-384, 737, -348)
(-648, -517, -491)
(619, -120, 742)
(566, -136, -541)
(566, -156, 882)
(786, 692, -271)
(957, 860, 961)

Scanner Beacons posX, 0:
(713, -780, -399)
(692, -573, -343)
(-583, -519, -525)
(-481, -480, -487)
(-690, -336, 809)
(-609, -272, 934)
(737, -386, 713)
(721, -392, 723)
(-571, -621, -494)
(-594, -265, 725)
(599, -666, -417)
(770, -498, 815)

Scanner Beacons posX, 0:
(611, -819, -437)
(590, -612, -381)
(-685, -558, -563)
(-583, -519, -525)
(-792, -375, 771)
(-711, -311, 896)
(635, -425, 675)
(619, -431, 685)
(-673, -660, -532)
(-696, -304, 687)
(497, -705, -455)
(668, -537, 777)

Scanner Beacons posX, 0:
(-712, -326, 931)
(-282, 356, -161)
(-952, -34, 318)
(-303, 563, -105)
(-583, -519, -525)
(-591, -466, -400)
(-258, 750, 951)
(-274, 744, 961)
(-563, -342, 834)
(-616, -358, -449)
(-616, -378, 974)
(-396, 470, -179)

Scanner Beacons posX, 0:
(-704, -379, 806)
(-274, 303, -286)
(-944, -87, 193)
(-295, 510, -230)
(-575, -572, -650)
(-583, -519, -525)
(-250, 697, 826)
(-266, 691, 836)
(-555, -395, 709)
(-608, -411, -574)
(-608, -431, 849)
(-388, 417, -304)
(-217, 585, 928)

Scanner Beacons posX, 0:
(426, -72, 703)
(856, 610, -389)
(186, 220, 90)
(835, 817, -333)
(-627, -487, -661)
(-718, -601, 595)
(-440, 871, -515)
(-338, 910, -477)
(555, -265, -753)
(-5, 266, 180)
(547, -212, -628)
(-752, -424, 538)
(-583, -519, -525)
(-700, -468, 534)
(864, 998, 733)
(-428, 769, -484)
(-692, -485, -627)
(575, -88, 606)
(522, -104, -677)
(522, -124, 746)
(742, 724, -407)
(913, 892, 825)

Scanner Beacons posX, 0:
(701, -678, -430)
(680, -471, -374)
(-595, -417, -556)
(-493, -378, -518)
(-702, -234, 778)
(-621, -170, 903)
(725, -284, 682)
(709, -290, 692)
(-583, -519, -525)
(-606, -163, 694)
(587, -564, -448)
(758, -396, 784)

Scanner Beacons posX, 0:
(535, -106, 805)
(965, 576, -287)
(295, 186, 192)
(944, 783, -231)
(-518, -521, -559)
(-609, -635, 697)
(-331, 837, -413)
(-229, 876, -375)
(664, -299, -651)
(104, 232, 282)
(656, -246, -526)
(-643, -458, 640)
(989, 970, 825)
(-474, -553, -423)
(-591, -502, 636)
(973, 964, 835)
(-319, 735, -382)
(-583, -519, -525)
(684, -122, 708)
(631, -138, -575)
(631, -158, 848)
(851, 690, -305)

Scanner Beacons posX, 0:
(-679, -487, 855)
(-249, 195, -237)
(-919, -195, 242)
(-270, 402, -181)
(-550, -680, -601)
(-558, -627, -476)
(-225, 589, 875)
(-241, 583, 885)
(-530, -503, 758)
(-583, -519, -525)
(-583, -539, 898)
(-363, 309, -255)
(-192, 477, 977)

Scanner Beacons posX, 0:
(914, 488, -67)
(244, 98, 412)
(893, 695, -11)
(-569, -609, -339)
(-660, -723, 917)
(-382, 749, -193)
(-280, 788, -155)
(613, -387, -431)
(53, 144, 502)
(605, -334, -306)
(-694, -546, 860)
(-525, -641, -203)
(-642, -590, 856)
(-370, 647, -162)
(-634, -607, -305)
(633, -210, 928)
(580, -226, -355)
(800, 602, -85)

Scanner Beacons posX, 0:
(-138, -947, 184)
(292, -265, -908)
(-378, -655, -429)
(271, -58, -852)
(-902, 35, -996)
(-569, -609, -339)
(316, 129, 204)
(300, 123, 214)
(11, -963, 87)
(-42, -999, 227)
(178, -151, -926)
(349, 17, 306)

Scanner Beacons posX, 0:
(440, -162, 889)
(870, 520, -203)
(200, 130, 276)
(849, 727, -147)
(-613, -577, -475)
(-704, -691, 781)
(-426, 781, -329)
(-324, 820, -291)
(569, -355, -567)
(9, 176, 366)
(561, -302, -442)
(-738, -514, 724)
(894, 914, 909)
(-569, -609, -339)
(-686, -558, 720)
(878, 908, 919)
(-414, 679, -298)
(-678, -575, -441)
(589, -178, 792)
(536, -194, -491)
(536, -214, 932)
(756, 634, -221)

Scanner Beacons posX, 0:
(557, -213, -170)
(317, 79, -783)
(-587, -742, -278)
(126, 125, -693)
(-621, -565, -335)
(-416, 913, -54)
(-335, 977, 71)
(-569, -609, -339)
(995, 857, -140)
(706, -229, -267)
(-320, 984, -138)
(653, -265, -127)

Scanner Beacons posX, 0:
(549, -196, 991)
(979, 486, -101)
(309, 96, 378)
(958, 693, -45)
(-504, -611, -373)
(-595, -725, 883)
(-317, 747, -227)
(-215, 786, -189)
(678, -389, -465)
(118, 142, 468)
(670, -336, -340)
(-629, -548, 826)
(-460, -643, -237)
(-577, -592, 822)
(-305, 645, -196)
(-569, -609, -339)
(698, -212, 894)
(645, -228, -389)
(865, 600, -119)

Scanner Beacons posX, 0:
(358, 610, 931)
(118, 902, 318)
(-695, 195, -433)
(-786, 81, 823)
(487, 417, -525)
(-73, 948, 408)
(479, 470, -400)
(-820, 258, 766)
(-651, 163, -297)
(-768, 214, 762)
(-760, 197, -399)
(507, 594, 834)
(454, 578, -449)
(454, 558, 974)

Scanner Beacons posX, 0:
(-96, -466, 911)
(334, 216, -181)
(-336, -174, 298)
(313, 423, -125)
(-962, 477, -307)
(-860, 516, -269)
(33, -659, -545)
(-527, -128, 388)
(25, -606, -420)
(358, 610, 931)
(342, 604, 941)
(-950, 375, -276)
(53, -482, 814)
(-973, 731, 943)
(0, -498, -469)
(0, -518, 954)
(220, 330, -199)

Scanner Beacons posX, 0:
(-80, -460, 901)
(350, 222, -191)
(-320, -168, 288)
(329, 429, -135)
(-946, 483, -317)
(-844, 522, -279)
(49, -653, -555)
(-511, -122, 378)
(41, -600, -430)
(374, 616, 921)
(358, 610, 931)
(-934, 381, -286)
(69, -476, 804)
(-957, 737, 933)
(16, -492, -479)
(16, -512, 944)
(236, 336, -209)

Scanner Beacons posX, 0:
(-31, 918, 415)
(-844, 211, -336)
(-935, 97, 920)
(338, 433, -428)
(-222, 964, 505)
(330, 486, -303)
